acc,city,licence
348744,CHICAGO,Package Goods
464313,CHICAGO,Limited Business License
274494,CHICAGO,Package Goods
463352,CHICAGO,Retail Food Establishment
219793,CHICAGO,Motor Vehicle Services License
265364,CHICAGO,Limited Business License
463582,CHICAGO,Limited Business License
87067,CHICAGO,Retail Food Establishment
456168,CHICAGO,Outdoor Patio
358601,CHICAGO,Children's Services Facility License
423048,CHICAGO,Regulated Business License
416357,CHICAGO,Retail Food Establishment
37576,CHICAGO,Limited Business License
280656,CHICAGO,Animal Care License
332394,CHICAGO,Limited Business License
52657,CHICAGO,Limited Business License
401617,ORLAND PARK,Regulated Business License
396500,CHICAGO,Retail Food Establishment
54967,CHICAGO,Limited Business License
348250,CHICAGO,Tobacco
385990,CHICAGO,Limited Business License
63009,CHICAGO,Manufacturing Establishments
313963,CHICAGO,Limited Business License
326657,CHICAGO,Consumption on Premises - Incidental Activity
422638,CHICAGO,Limited Business License
3169,CHICAGO,Retail Food Establishment
422083,CHICAGO,Retail Food Establishment
85657,CHICAGO,Manufacturing Establishments
379820,CHICAGO,Retail Food Establishment
301840,CHICAGO,Consumption on Premises - Incidental Activity
385844,BURBANK,Regulated Business License
351438,CHICAGO,Tobacco
43304,CHICAGO,Regulated Business License
457500,CHICAGO,Retail Food Establishment
396748,CHICAGO,Children's Services Facility License
335673,CHICAGO,Tobacco
402109,CHICAGO,Wholesale Food Establishment
284032,CHICAGO,Motor Vehicle Services License
275577,CHICAGO,Limited Business License
24456,CHICAGO,Limited Business License
418111,CHICAGO,Regulated Business License
67861,CHICAGO,Limited Business License
401886,CHICAGO,Limited Business License
340735,CHICAGO,Retail Food Establishment
20882,CHICAGO,Tobacco
462667,CHICAGO,Motor Vehicle Services License
47394,CHICAGO,Limited Business License
422320,CHICAGO,Retail Food Establishment
11071,CHICAGO,Retail Food Establishment
416462,CHICAGO,Retail Food Establishment
49343,CHICAGO,Retail Food Establishment
243909,CHICAGO,Retail Food Establishment
88846,CHICAGO,Regulated Business License
378239,CHICAGO,Package Goods
378861,CHICAGO,Consumption on Premises - Incidental Activity
420358,CHICAGO,Tobacco
207939,CHICAGO,Tavern
326657,CHICAGO,Outdoor Patio
422418,CHICAGO,Limited Business License
289849,CHICAGO,Retail Food Establishment
367269,CHICAGO,Retail Food Establishment
365515,CHICAGO,Retail Food Establishment
464250,CHICAGO,Regulated Business License
414209,CHICAGO,Regulated Business License
5956,CHICAGO,Regulated Business License
396520,CHICAGO,Limited Business License
339662,CHICAGO,Retail Food Establishment
32299,CHICAGO,Motor Vehicle Services License
206421,CHICAGO,Limited Business License
11071,CHICAGO,Retail Food Establishment
207808,CHICAGO,Peddler License
40448,CHICAGO,Limited Business License
35267,CHICAGO,Motor Vehicle Services License
422615,CHICAGO,Regulated Business License
48119,CHICAGO,Limited Business License
338868,CHICAGO,Retail Food Establishment
365064,CHICAGO,Limited Business License
463944,CHICAGO,Limited Business License
398423,CHICAGO,Retail Food Establishment
463721,CHICAGO,Limited Business License
464384,CHICAGO,Limited Business License
422459,CHICAGO,Limited Business License
464348,SCHAUMBURG,Regulated Business License
328552,BURR RIDGE,Limited Business License
48119,CHICAGO,Limited Business License
305241,CHICAGO,Retail Food Establishment
200781,CHICAGO,Motor Vehicle Services License
323895,NILES,Regulated Business License
341908,CHICAGO,Retail Food Establishment
422151,CHICAGO,Retail Food Establishment
48119,CHICAGO,Limited Business License
349489,CHICAGO,Manufacturing Establishments
399755,CHICAGO,Package Goods
400618,CHICAGO,Children's Services Facility License
316059,CHICAGO,Limited Business License
324055,CHICAGO,Limited Business License
4469,CHICAGO,Package Goods
6933,CHICAGO,Regulated Business License
386345,CHICAGO,Limited Business License
464067,CHICAGO,Limited Business License
246600,CHICAGO,Tobacco
386329,CHICAGO,Limited Business License
323138,CHICAGO,Limited Business License
63386,CHICAGO,Retail Food Establishment
278702,CHICAGO,Retail Food Establishment
396500,CHICAGO,Package Goods
418174,CHICAGO,Children's Services Facility License
324015,LOMBARD,Regulated Business License
211299,CHICAGO,Retail Food Establishment
291175,CHICAGO,Limited Business License
7041,CHICAGO,Consumption on Premises - Incidental Activity
305203,CHICAGO,Retail Food Establishment
379475,CHICAGO,Caterer's Liquor License
19135,CHICAGO,Raffles
25323,CHICAGO,Motor Vehicle Services License
397984,CHICAGO,Consumption on Premises - Incidental Activity
11065,CHICAGO,Regulated Business License
385396,CHICAGO,Motor Vehicle Services License
47243,CHICAGO,Regulated Business License
290890,CHICAGO,Limited Business License
36095,CHICAGO,Limited Business License
274063,CHICAGO,Limited Business License
423051,CHICAGO,Shared Housing Unit Operator
278827,CHICAGO,Retail Food Establishment
381533,CHICAGO,Regulated Business License
64086,CHICAGO,Retail Food Establishment
463564,CHICAGO,Retail Food Establishment
423099,CHICAGO,Regulated Business License
265294,CHICAGO,Motor Vehicle Services License
422865,CHICAGO,Regulated Business License
311779,CHICAGO,Limited Business License
401951,CHICAGO,Filling Station
32735,CHICAGO,Limited Business License
257957,CHICAGO,Filling Station
386260,CHICAGO,Limited Business License
50637,CHICAGO,Limited Business License
263603,CHICAGO,Limited Business License
463528,CHICAGO,Regulated Business License
461049,CHICAGO,Regulated Business License
401988,CHICAGO,Regulated Business License
367617,CHICAGO,Limited Business License
41390,CHICAGO,Manufacturing Establishments
464357,CHICAGO,Regulated Business License
310399,CHICAGO,Consumption on Premises - Incidental Activity
463994,ELMWOOD PARK,Regulated Business License
257112,CHICAGO,Regulated Business License
463570,CHICAGO,Regulated Business License
310399,CHICAGO,Outdoor Patio
402052,CHICAGO,Limited Business License
340735,CHICAGO,Consumption on Premises - Incidental Activity
402182,CHICAGO,Limited Business License
345430,CHICAGO,Limited Business License
463196,CHICAGO,Retail Food Establishment
365000,CHICAGO,Retail Food Establishment
463726,CHICAGO,Limited Business License
24549,CHICAGO,Regulated Business License
289495,CHICAGO,Retail Food Establishment
463883,CHICAGO,Limited Business License
464351,MOUNT PROSPECT,Regulated Business License
24075,CHICAGO,Public Place of Amusement
367778,CHICAGO,Limited Business License
220448,CHICAGO,Limited Business License
367582,CHICAGO,Retail Food Establishment
352740,CHICAGO,Retail Food Establishment
377784,CHICAGO,Retail Food Establishment
29524,CHICAGO,Regulated Business License
367307,CHICAGO,Limited Business License
464080,CHICAGO,Regulated Business License
458688,CHICAGO,Retail Food Establishment
19034,CHICAGO,Tobacco
14212,CHICAGO,Retail Food Establishment
346165,CHICAGO,Retail Food Establishment
401999,CHICAGO,Limited Business License
52367,CHICAGO,Limited Business License
204310,CHICAGO,Regulated Business License
422626,CHICAGO,Limited Business License
7148,CHICAGO,Regulated Business License
291534,CHICAGO,Regulated Business License
318096,CHICAGO,Retail Food Establishment
219352,CHICAGO,Limited Business License
348250,CHICAGO,Filling Station
313337,CHICAGO,Public Place of Amusement
462978,CHICAGO,Manufacturing Establishments
386414,CHICAGO,Limited Business License
460545,CHICAGO,Package Goods
416462,CHICAGO,Consumption on Premises - Incidental Activity
457844,CHICAGO,Retail Food Establishment
29044,CHICAGO,Regulated Business License
305203,CHICAGO,Retail Food Establishment
272175,CHICAGO,Tobacco
62917,CHICAGO,Tavern
420166,CHICAGO,Limited Business License
50521,CHICAGO,Limited Business License
372276,CHICAGO,Retail Food Establishment
362453,CHICAGO,Children's Services Facility License
336247,CHICAGO,Limited Business License
41799,CHICAGO,Manufacturing Establishments
26412,CHICAGO,Motor Vehicle Services License
401999,CHICAGO,Limited Business License
211027,CHICAGO,Motor Vehicle Services License
313337,CHICAGO,Retail Food Establishment
432019,CHICAGO,Outdoor Patio
280520,CHICAGO,Retail Food Establishment
63046,CHICAGO,Public Place of Amusement
365356,CHICAGO,Limited Business License
52367,CHICAGO,Children's Services Facility License
305223,CHICAGO,Limited Business License
401468,CHICAGO,Regulated Business License
386886,CHICAGO,Outdoor Patio
340148,CHICAGO,Retail Food Establishment
222699,CHICAGO,Retail Food Establishment
24561,CHICAGO,Motor Vehicle Services License
349370,CHICAGO,Retail Food Establishment
212139,CHICAGO,Limited Business License
271919,CHICAGO,Limited Business License
63274,CHICAGO,Late Hour
423036,CHICAGO,Limited Business License
272175,CHICAGO,Retail Food Establishment
13082,CHICAGO,Consumption on Premises - Incidental Activity
201574,CHICAGO,Tobacco
38834,CHICAGO,Motor Vehicle Services License
385966,PARKVILLE,Regulated Business License
18833,CHICAGO,Retail Food Establishment
379280,CHICAGO,Package Goods
382241,CHICAGO,Consumption on Premises - Incidental Activity
401325,CHICAGO,Children's Services Facility License
6508,CHICAGO,Limited Business License
252329,CHICAGO,Raffles
16803,CHICAGO,Public Place of Amusement
346323,CHICAGO,Retail Food Establishment
28134,CHICAGO,Limited Business License
302050,CHICAGO,Limited Business License
385471,CHICAGO,Tobacco
471089,OAK LAWN,Pharmaceutical Representative
37119,CHICAGO,Limited Business License
422423,MAITLAND,Regulated Business License
11071,CHICAGO,Retail Food Establishment
367113,CHICAGO,Limited Business License
471007,CHICAGO,Raffles
17392,CHICAGO,Filling Station
385470,CHICAGO,Children's Services Facility License
402179,IRVING,Regulated Business License
402403,CHICAGO,Limited Business License
33614,CHICAGO,Wholesale Food Establishment
16296,CHICAGO,Outdoor Patio
401201,CHICAGO,Limited Business License
422283,CHICAGO,Regulated Business License
334653,CHICAGO,Regulated Business License
462187,CHICAGO,Wholesale Food Establishment
35267,CHICAGO,Limited Business License
257588,CHICAGO,Limited Business License
464376,CHICAGO,Regulated Business License
215506,CHICAGO,Limited Business License
264437,CHICAGO,Tobacco
54622,CHICAGO,Motor Vehicle Services License
318044,CHICAGO,Limited Business License
341954,CHICAGO,Limited Business License
86069,CHICAGO,Raffles
299302,CHICAGO,Limited Business License
367692,CHICAGO,Limited Business License
52274,CHICAGO,Regulated Business License
67715,CHICAGO,Limited Business License
367264,CHICAGO,Limited Business License
36515,CHICAGO,Limited Business License
324015,LOMBARD,Limited Business License
11071,CHICAGO,Retail Food Establishment
385760,CHICAGO,Limited Business License
276101,CHICAGO,Retail Food Establishment
11071,CHICAGO,Retail Food Establishment
22575,CHICAGO,Motor Vehicle Services License
311665,CHICAGO,Retail Food Establishment
402177,CHICAGO,Limited Business License
379868,CHICAGO,Retail Food Establishment
209650,CHICAGO,Raffles
278702,CHICAGO,Consumption on Premises - Incidental Activity
458679,CHICAGO,Limited Business License
331048,CHICAGO,Limited Business License
382152,CHICAGO,Tavern
404458,CHICAGO,Tobacco
416351,CHICAGO,Public Place of Amusement
463420,SCHAUMBURG,Regulated Business License
5390,ROSEMONT,Regulated Business License
417705,CHICAGO,Consumption on Premises - Incidental Activity
463495,CHICAGO,Regulated Business License
35472,CHICAGO,Motor Vehicle Services License
367039,CHICAGO,Consumption on Premises - Incidental Activity
292478,CHICAGO,Peddler License
423007,CHICAGO,Regulated Business License
422557,CHICAGO,Pharmaceutical Representative
254631,CHICAGO,Retail Food Establishment
324506,CHICAGO,Retail Food Establishment
40286,CHICAGO,Regulated Business License
348141,LOMBARD,Regulated Business License
268058,CHICAGO,Package Goods
367660,CHICAGO,Limited Business License
306069,CHICAGO,Children's Services Facility License
317674,CHICAGO,Motor Vehicle Services License
60366,CHICAGO,Regulated Business License
39679,CHICAGO,Limited Business License
409138,CHICAGO,Retail Food Establishment
11071,CHICAGO,Retail Food Establishment
402182,CHICAGO,Limited Business License
379058,CHICAGO,Limited Business License
335289,CHICAGO,Regulated Business License
422418,CHICAGO,Limited Business License
267065,CHICAGO,Limited Business License
422634,CHICAGO,Limited Business License
459219,CHICAGO,Outdoor Patio
464086,CHICAGO,Limited Business License
16105,CHICAGO,Limited Business License
404074,CHICAGO,Retail Food Establishment
85398,CHICAGO,Manufacturing Establishments
11071,CHICAGO,Retail Food Establishment
285330,ARLINGTON HEIGHTS,Peddler License
470968,LEMONT,Pharmaceutical Representative
293315,CHICAGO,Consumption on Premises - Incidental Activity
5393,CHICAGO,Manufacturing Establishments
422279,CHICAGO,Retail Food Establishment
367332,CHICAGO,Regulated Business License
59090,CHICAGO,Manufacturing Establishments
463912,CHICAGO,Retail Food Establishment
464162,CHICAGO,Regulated Business License
27456,CHICAGO,Motor Vehicle Services License
212196,CHICAGO,Peddler License
334338,CHICAGO,Limited Business License
220779,CHICAGO,Consumption on Premises - Incidental Activity
386184,CHICAGO,Motor Vehicle Services License
274928,CHICAGO,Manufacturing Establishments
368399,CHICAGO,Wholesale Food Establishment
35844,CHICAGO,Limited Business License
7691,CHICAGO,Limited Business License
385352,CHICAGO,Retail Food Establishment
314651,CHICAGO,Limited Business License
300077,CHICAGO,Tobacco
4233,CHICAGO,Package Goods
408691,CHICAGO,Tavern
314298,CHICAGO,Limited Business License
402137,CHICAGO,Limited Business License
35764,CHICAGO,Limited Business License
244898,CHICAGO,Manufacturing Establishments
375298,CHICAGO,Consumption on Premises - Incidental Activity
210192,CHICAGO,Retail Food Establishment
330883,CHICAGO,Children's Services Facility License
311163,CHICAGO,Regulated Business License
86758,CHICAGO,Motor Vehicle Services License
463497,CHICAGO,Regulated Business License
464318,CHICAGO,Limited Business License
385544,CHICAGO,Limited Business License
464046,CHICAGO,Regulated Business License
351546,CHICAGO,Limited Business License
54973,CHICAGO,Limited Business License
401901,CHICAGO,Regulated Business License
460943,CHICAGO,Retail Food Establishment
463697,CHICAGO,Limited Business License
367260,CHICAGO,Limited Business License
401883,CHICAGO,Regulated Business License
85866,CHICAGO,Limited Business License
343428,CHICAGO,Motor Vehicle Services License
58254,CHICAGO,Motor Vehicle Services License
422722,CHICAGO,Retail Food Establishment
15642,CHICAGO,Consumption on Premises - Incidental Activity
64353,CHICAGO,Limited Business License
272616,CHICAGO,Retail Food Establishment
385318,CHICAGO,Retail Food Establishment
24549,CHICAGO,Limited Business License
16296,CHICAGO,Consumption on Premises - Incidental Activity
31664,CHICAGO,Retail Food Establishment
4233,CHICAGO,Tobacco
364769,CHICAGO,Children's Services Facility License
28673,CHICAGO,Regulated Business License
242795,CHICAGO,Consumption on Premises - Incidental Activity
15642,CHICAGO,Music and Dance
365577,CHICAGO,Motor Vehicle Services License
464029,CHICAGO,Limited Business License
382241,CHICAGO,Retail Food Establishment
29300,CHICAGO,Outdoor Patio
390604,CHICAGO,Tobacco
276933,CHICAGO,Limited Business License
367246,CHICAGO,Retail Food Establishment
248623,CHICAGO,Limited Business License
307297,CHICAGO,Limited Business License
393002,CHICAGO,Tobacco
273566,CHICAGO,Package Goods
354088,CHICAGO,Retail Food Establishment
59800,CHICAGO,Retail Food Establishment
11818,CHICAGO,Limited Business License
205598,CHICAGO,Motor Vehicle Services License
463868,CHICAGO,Regulated Business License
